id,order_id,customer_id,customer_segment,amount_inr,payment_method,bank,is_high_value,status,latency_ms,failure_code,failure_reason,is_soft_failure,retry_count
pay_42_00078,order_42_00078,cust_89436,VIP,5501.69,UPI,Bank A,False,captured,898.5,,,False,0
pay_42_00079,order_42_00079,cust_71075,Returning,581.68,UPI,Bank D,False,captured,924.2,,,False,0
pay_42_00080,order_42_00080,cust_33464,New,1428.82,NetBanking,Bank C,False,captured,2934.3,,,False,0
pay_42_00081,order_42_00081,cust_71497,New,293.05,Cards,Bank A,False,captured,1329.6,,,False,0
pay_42_00082,order_42_00082,cust_94517,Returning,793.5,UPI,Bank B,False,captured,799.7,,,False,0
pay_42_00083,order_42_00083,cust_93597,VIP,1501.32,UPI,Bank C,False,captured,765.8,,,False,0
pay_42_00084,order_42_00084,cust_69251,Returning,1017.71,UPI,Bank D,False,captured,699.3,,,False,0
pay_42_00085,order_42_00085,cust_73212,Returning,561.42,UPI,Bank B,False,captured,816.9,,,False,0
pay_42_00086,order_42_00086,cust_71360,New,712.32,Cards,Bank B,False,captured,2025.1,,,False,0
pay_42_00087,order_42_00087,cust_95473,Returning,1855.76,Cards,Bank A,False,captured,1409.6,,,False,0
pay_42_00088,order_42_00088,cust_80354,Returning,524.91,NetBanking,Bank D,False,captured,3312.2,,,False,0
pay_42_00089,order_42_00089,cust_17349,New,162.95,UPI,Bank A,False,captured,935.6,,,False,0
pay_42_00090,order_42_00090,cust_93791,Returning,4673.13,UPI,Bank D,False,captured,821.7,,,False,0
pay_42_00091,order_42_00091,cust_11462,VIP,7114.65,Cards,Bank B,False,captured,2048.0,,,False,0
pay_42_00092,order_42_00092,cust_81289,New,223.13,Cards,Bank B,False,captured,1463.7,,,False,0
pay_42_00093,order_42_00093,cust_16191,Returning,1619.23,UPI,Bank B,False,captured,497.2,,,False,0
pay_42_00094,order_42_00094,cust_33283,New,491.29,Cards,Bank A,False,captured,1968.1,,,False,0
pay_42_00095,order_42_00095,cust_69123,Returning,1057.31,UPI,Bank A,False,captured,678.4,,,False,0
pay_42_00096,order_42_00096,cust_76727,Returning,1090.32,UPI,Bank A,False,captured,984.8,,,False,0
pay_42_00097,order_42_00097,cust_56216,Returning,642.64,UPI,Bank A,False,captured,553.9,,,False,0
pay_42_00098,order_42_00098,cust_16008,Returning,371.01,UPI,Bank C,False,captured,645.6,,,False,0
pay_42_00099,order_42_00099,cust_13332,New,407.26,UPI,Bank B,False,captured,663.7,,,False,0
pay_42_00100,order_42_00100,cust_45340,VIP,714.99,UPI,Bank A,False,captured,1085.5,,,False,0
pay_42_00101,order_42_00101,cust_83324,Returning,353.6,Cards,Bank D,False,captured,2026.2,,,False,0
pay_42_00102,order_42_00102,cust_55246,New,759.62,UPI,Bank C,False,captured,654.0,,,False,0
pay_42_00103,order_42_00103,cust_80152,Returning,397.12,UPI,Bank D,False,captured,951.1,,,False,0
pay_42_00104,order_42_00104,cust_66827,Returning,1606.88,NetBanking,Bank D,False,captured,3003.6,,,False,0
pay_42_00105,order_42_00105,cust_42966,New,3594.81,UPI,Bank A,False,captured,595.6,,,False,0
pay_42_00106,order_42_00106,cust_69199,Returning,454.84,UPI,Bank B,False,captured,679.0,,,False,0
pay_42_00107,order_42_00107,cust_27558,VIP,2270.74,Cards,Bank C,False,captured,1292.2,,,False,0
pay_42_00108,order_42_00108,cust_27118,New,1339.01,UPI,Bank C,False,captured,568.9,,,False,0
pay_42_00109,order_42_00109,cust_17601,VIP,2865.39,UPI,Bank A,False,captured,590.9,,,False,0
pay_42_00110,order_42_00110,cust_13084,New,876.52,UPI,Bank C,False,captured,739.8,,,False,0
pay_42_00111,order_42_00111,cust_10731,New,1707.32,UPI,Bank A,False,captured,776.8,,,False,0
pay_42_00112,order_42_00112,cust_39265,New,1315.86,NetBanking,Bank A,False,captured,3211.1,,,False,0
pay_42_00113,order_42_00113,cust_25187,Returning,235.65,Cards,Bank B,False,captured,1361.7,,,False,0
pay_42_00114,order_42_00114,cust_10893,Returning,1937.5,Cards,Bank B,False,captured,1549.7,,,False,0
pay_42_00115,order_42_00115,cust_14239,New,1972.96,NetBanking,Bank B,False,captured,3582.0,,,False,0
pay_42_00116,order_42_00116,cust_11515,New,378.69,Cards,Bank A,False,captured,1939.4,,,False,0
pay_42_00117,order_42_00117,cust_24605,Returning,843.82,UPI,Bank C,False,captured,866.9,,,False,0
pay_42_00118,order_42_00118,cust_97029,New,1608.94,NetBanking,Bank A,False,captured,2445.9,,,False,0
pay_42_00119,order_42_00119,cust_30039,Returning,658.98,UPI,Bank A,False,captured,626.5,,,False,0
pay_42_00120,order_42_00120,cust_38350,Returning,2375.54,Cards,Bank C,False,captured,1854.5,,,False,0
pay_42_00121,order_42_00121,cust_43798,Returning,8637.53,NetBanking,Bank D,False,captured,2820.5,,,False,0
pay_42_00122,order_42_00122,cust_75431,VIP,814.42,UPI,Bank C,False,captured,861.2,,,False,0
pay_42_00123,order_42_00123,cust_73772,New,204.17,UPI,Bank C,False,captured,882.6,,,False,0
pay_42_00124,order_42_00124,cust_86106,VIP,2421.82,UPI,Bank C,False,captured,740.9,,,False,0
pay_42_00125,order_42_00125,cust_91010,Returning,1671.64,UPI,Bank B,False,captured,777.2,,,False,0
pay_42_00126,order_42_00126,cust_64460,Returning,644.92,Cards,Bank A,False,captured,1682.3,,,False,0
pay_42_00127,order_42_00127,cust_31045,New,3474.69,NetBanking,Bank B,False,captured,3112.8,,,False,0
pay_42_00128,order_42_00128,cust_52771,Returning,213.02,UPI,Bank B,False,captured,980.5,,,False,0
pay_42_00129,order_42_00129,cust_62949,New,1624.44,UPI,Bank A,False,captured,916.3,,,False,0
pay_42_00130,order_42_00130,cust_54066,New,443.25,UPI,Bank C,False,captured,954.4,,,False,0
pay_42_00131,order_42_00131,cust_30213,New,4534.08,UPI,Bank B,False,captured,930.8,,,False,0
pay_42_00132,order_42_00132,cust_10463,Returning,5958.15,UPI,Bank A,False,captured,919.1,,,False,0
pay_42_00133,order_42_00133,cust_30651,Returning,377.41,UPI,Bank A,False,captured,736.1,,,False,0
pay_42_00134,order_42_00134,cust_84417,Returning,468.93,NetBanking,Bank C,False,captured,3452.4,,,False,0
pay_42_00135,order_42_00135,cust_44980,Returning,1919.05,UPI,Bank A,False,captured,727.9,,,False,0
pay_42_00136,order_42_00136,cust_27796,New,551.63,UPI,Bank C,False,captured,1172.8,,,False,0
pay_42_00137,order_42_00137,cust_18802,Returning,776.34,Cards,Bank B,False,failed,1879.4,INSUFFICIENT_FUNDS,Customer account has insufficient funds,False,0
pay_42_00138,order_42_00138,cust_39086,New,833.3,UPI,Bank B,False,captured,871.0,,,False,0
pay_42_00139,order_42_00139,cust_62091,Returning,119.14,Wallets,Bank B,False,captured,1068.7,,,False,0
pay_42_00140,order_42_00140,cust_80990,Returning,801.24,Wallets,Bank C,False,captured,797.1,,,False,0
pay_42_00141,order_42_00141,cust_25386,Returning,407.59,UPI,Bank A,False,captured,849.9,,,False,0
pay_42_00142,order_42_00142,cust_63634,Returning,496.15,UPI,Bank C,False,captured,959.8,,,False,0
pay_42_00143,order_42_00143,cust_96988,New,3441.39,UPI,Bank B,False,captured,1017.9,,,False,0
pay_42_00144,order_42_00144,cust_20143,Returning,231.25,UPI,Bank A,False,captured,949.5,,,False,0
pay_42_00145,order_42_00145,cust_98844,Returning,1832.08,UPI,Bank C,False,failed,690.6,INSUFFICIENT_FUNDS,Customer account has insufficient funds,False,0
pay_42_00146,order_42_00146,cust_35464,Returning,614.64,Cards,Bank C,False,captured,1781.7,,,False,0
pay_42_00147,order_42_00147,cust_52065,New,614.15,UPI,Bank C,False,captured,833.2,,,False,0
pay_42_00148,order_42_00148,cust_37388,Returning,1790.72,UPI,Bank C,False,captured,951.9,,,False,0
pay_42_00149,order_42_00149,cust_93981,Returning,1141.45,UPI,Bank C,False,captured,776.3,,,False,0
pay_42_00150,order_42_00150,cust_74604,New,1437.43,NetBanking,Bank C,False,captured,3307.4,,,False,0
pay_42_00151,order_42_00151,cust_25804,New,2139.19,UPI,Bank C,False,captured,715.7,,,False,0
pay_42_00152,order_42_00152,cust_29065,Returning,583.29,UPI,Bank C,False,captured,706.7,,,False,0
pay_42_00153,order_42_00153,cust_19130,Returning,440.44,UPI,Bank C,False,captured,887.4,,,False,0
pay_42_00154,order_42_00154,cust_16054,New,274.47,Wallets,Bank B,False,captured,602.0,,,False,0
pay_42_00155,order_42_00155,cust_58517,New,355.88,UPI,Bank C,False,captured,757.2,,,False,0
pay_42_00156,order_42_00156,cust_77087,New,15507.74,Cards,Bank A,True,captured,2057.6,,,False,0
pay_42_00157,order_42_00157,cust_89335,New,2820.53,Cards,Bank C,False,captured,1659.6,,,False,0
pay_42_00158,order_42_00158,cust_99962,Returning,210.38,UPI,Bank C,False,captured,969.7,,,False,0
pay_42_00159,order_42_00159,cust_41551,Returning,216.49,Cards,Bank A,False,captured,1780.0,,,False,0
pay_42_00160,order_42_00160,cust_53258,Returning,1315.36,UPI,Bank C,False,captured,924.1,,,False,0
pay_42_00161,order_42_00161,cust_36950,Returning,1404.26,Cards,Bank A,False,captured,1631.6,,,False,0
pay_42_00162,order_42_00162,cust_21523,New,1406.53,Cards,Bank A,False,captured,1764.0,,,False,0
pay_42_00163,order_42_00163,cust_33834,Returning,629.57,UPI,Bank C,False,captured,911.1,,,False,0
pay_42_00164,order_42_00164,cust_43896,Returning,716.62,UPI,Bank A,False,captured,1014.3,,,False,0
pay_42_00165,order_42_00165,cust_38229,VIP,2480.8,Cards,Bank C,False,captured,1357.8,,,False,0
pay_42_00166,order_42_00166,cust_14567,Returning,885.27,UPI,Bank C,False,captured,761.3,,,False,0
pay_42_00167,order_42_00167,cust_87239,New,88.3,UPI,Bank B,False,captured,743.3,,,False,0
pay_42_00168,order_42_00168,cust_92214,Returning,645.61,UPI,Bank A,False,captured,713.9,,,False,0
pay_42_00169,order_42_00169,cust_56032,New,346.75,UPI,Bank A,False,captured,964.0,,,False,0
pay_42_00170,order_42_00170,cust_89465,Returning,967.98,Cards,Bank B,False,captured,1883.2,,,False,0
pay_42_00171,order_42_00171,cust_47333,New,16078.83,UPI,Bank D,True,captured,796.7,,,False,0
pay_42_00172,order_42_00172,cust_41601,New,1173.19,UPI,Bank B,False,captured,850.5,,,False,0
pay_42_00173,order_42_00173,cust_62116,Returning,593.76,UPI,Bank A,False,captured,836.9,,,False,0
pay_42_00174,order_42_00174,cust_17465,New,2042.24,Cards,Bank B,False,captured,2141.7,,,False,0
pay_42_00175,order_42_00175,cust_95119,Returning,1316.44,UPI,Bank B,False,captured,816.5,,,False,0
pay_42_00176,order_42_00176,cust_42574,New,1236.57,Cards,Bank C,False,captured,1834.7,,,False,0
pay_42_00177,order_42_00177,cust_83531,Returning,1490.48,UPI,Bank A,False,captured,632.5,,,False,0
pay_42_00178,order_42_00178,cust_28557,Returning,6352.12,NetBanking,Bank C,False,captured,2284.4,,,False,0
pay_42_00179,order_42_00179,cust_82104,Returning,262.2,UPI,Bank B,False,captured,615.7,,,False,0
pay_42_00180,order_42_00180,cust_37025,New,1304.57,UPI,Bank D,False,captured,983.8,,,False,0
pay_42_00181,order_42_00181,cust_14368,New,321.7,UPI,Bank A,False,captured,820.0,,,False,0
pay_42_00182,order_42_00182,cust_33991,New,1415.89,NetBanking,Bank B,False,captured,3762.8,,,False,0
pay_42_00183,order_42_00183,cust_91463,New,324.18,NetBanking,Bank D,False,captured,2600.4,,,False,0
pay_42_00184,order_42_00184,cust_28300,Returning,535.2,UPI,Bank A,False,captured,655.9,,,False,0
pay_42_00185,order_42_00185,cust_70892,VIP,1330.58,Cards,Bank D,False,captured,1441.0,,,False,0
pay_42_00186,order_42_00186,cust_42634,Returning,2155.58,Cards,Bank C,False,captured,2312.9,,,False,0
pay_42_00187,order_42_00187,cust_73143,Returning,2035.41,UPI,Bank A,False,captured,774.7,,,False,0
pay_42_00188,order_42_00188,cust_42016,Returning,233.76,UPI,Bank A,False,captured,751.7,,,False,0
pay_42_00189,order_42_00189,cust_43302,Returning,858.28,UPI,Bank C,False,captured,763.9,,,False,0
pay_42_00190,order_42_00190,cust_49725,New,399.58,UPI,Bank A,False,captured,808.0,,,False,0
pay_42_00191,order_42_00191,cust_88863,VIP,507.73,NetBanking,Bank B,False,failed,3321.5,GATEWAY_TIMEOUT,Payment gateway response timed out after 5000ms,True,0
pay_42_00192,order_42_00192,cust_34700,Returning,653.92,NetBanking,Bank A,False,captured,3444.1,,,False,0
pay_42_00193,order_42_00193,cust_86427,Returning,596.76,Cards,Bank B,False,captured,1539.6,,,False,0
pay_42_00194,order_42_00194,cust_59589,New,9197.77,UPI,Bank A,False,captured,898.2,,,False,0
pay_42_00195,order_42_00195,cust_45897,New,1252.58,UPI,Bank C,False,captured,921.6,,,False,0
pay_42_00196,order_42_00196,cust_80934,Returning,204.87,Cards,Bank D,False,captured,1733.8,,,False,0
pay_42_00197,order_42_00197,cust_92987,Returning,461.84,NetBanking,Bank D,False,failed,2828.9,GATEWAY_TIMEOUT,Payment gateway response timed out after 5000ms,True,0
pay_42_00198,order_42_00198,cust_89737,Returning,2256.08,NetBanking,Bank C,False,captured,3598.5,,,False,0
pay_42_00199,order_42_00199,cust_18997,New,6558.01,Cards,Bank A,False,captured,1935.2,,,False,0
pay_42_00200,order_42_00200,cust_69470,VIP,365.94,Cards,Bank C,False,captured,2194.4,,,False,0
pay_42_00201,order_42_00201,cust_73656,New,123.97,UPI,Bank A,False,captured,715.2,,,False,0
pay_42_00202,order_42_00202,cust_53601,New,5276.22,UPI,Bank A,False,captured,1049.4,,,False,0
pay_42_00203,order_42_00203,cust_59768,New,1199.44,NetBanking,Bank A,False,captured,3305.3,,,False,0
pay_42_00204,order_42_00204,cust_13174,Returning,340.94,Cards,Bank B,False,captured,1425.2,,,False,0
pay_42_00205,order_42_00205,cust_45929,VIP,3050.58,UPI,Bank C,False,captured,633.8,,,False,0
pay_42_00206,order_42_00206,cust_33760,New,58.22,UPI,Bank C,False,captured,985.6,,,False,0
pay_42_00207,order_42_00207,cust_95998,Returning,815.15,Cards,Bank B,False,captured,1913.9,,,False,0
pay_42_00208,order_42_00208,cust_28984,New,1127.57,UPI,Bank A,False,captured,946.8,,,False,0
pay_42_00209,order_42_00209,cust_22861,VIP,4504.03,UPI,Bank D,False,captured,594.2,,,False,0
pay_42_00210,order_42_00210,cust_30977,Returning,294.74,UPI,Bank B,False,captured,726.9,,,False,0
pay_42_00211,order_42_00211,cust_96654,Returning,885.09,Cards,Bank B,False,captured,1960.1,,,False,0
pay_42_00212,order_42_00212,cust_69838,New,322.01,Cards,Bank A,False,captured,2188.8,,,False,0
pay_42_00213,order_42_00213,cust_82394,VIP,2307.32,UPI,Bank C,False,captured,633.9,,,False,0
pay_42_00214,order_42_00214,cust_14136,Returning,331.84,Cards,Bank C,False,captured,1842.8,,,False,0
pay_42_00215,order_42_00215,cust_42167,New,540.18,UPI,Bank A,False,captured,713.3,,,False,0
pay_42_00216,order_42_00216,cust_80456,Returning,300.12,UPI,Bank A,False,captured,832.2,,,False,0
pay_42_00217,order_42_00217,cust_27272,New,1557.97,Cards,Bank C,False,captured,1370.7,,,False,0
pay_42_00218,order_42_00218,cust_39968,Returning,1916.87,Cards,Bank C,False,captured,2016.2,,,False,0
pay_42_00219,order_42_00219,cust_61567,New,642.51,Cards,Bank A,False,captured,1623.9,,,False,0
pay_42_00220,order_42_00220,cust_75425,Returning,844.07,Cards,Bank D,False,captured,2294.7,,,False,0
pay_42_00221,order_42_00221,cust_42919,Returning,190.83,UPI,Bank A,False,captured,894.0,,,False,0
pay_42_00222,order_42_00222,cust_11552,New,602.04,UPI,Bank B,False,captured,660.9,,,False,0
pay_42_00223,order_42_00223,cust_42924,New,772.63,UPI,Bank D,False,captured,960.4,,,False,0
pay_42_00224,order_42_00224,cust_83591,New,11167.84,UPI,Bank B,True,captured,857.2,,,False,0
pay_42_00225,order_42_00225,cust_42363,Returning,267.21,UPI,Bank B,False,captured,779.6,,,False,0
pay_42_00226,order_42_00226,cust_89795,New,3512.83,Wallets,Bank B,False,captured,624.1,,,False,0
pay_42_00227,order_42_00227,cust_52137,Returning,2201.42,UPI,Bank A,False,captured,770.6,,,False,0
pay_42_00228,order_42_00228,cust_28100,New,1075.6,NetBanking,Bank D,False,captured,3348.7,,,False,0
pay_42_00229,order_42_00229,cust_73456,New,4715.55,Cards,Bank B,False,captured,1769.5,,,False,0
pay_42_00230,order_42_00230,cust_47040,Returning,1178.63,Cards,Bank C,False,captured,1842.9,,,False,0
pay_42_00231,order_42_00231,cust_67986,New,1198.9,UPI,Bank A,False,captured,927.4,,,False,0
pay_42_00232,order_42_00232,cust_97347,VIP,1694.83,UPI,Bank A,False,captured,972.7,,,False,0
pay_42_00233,order_42_00233,cust_30085,Returning,2761.61,UPI,Bank A,False,captured,767.1,,,False,0
pay_42_00234,order_42_00234,cust_43980,Returning,2432.0,UPI,Bank C,False,captured,1009.0,,,False,0
pay_42_00235,order_42_00235,cust_19344,Returning,434.56,Cards,Bank B,False,captured,2013.2,,,False,0
pay_42_00236,order_42_00236,cust_20681,Returning,217.19,UPI,Bank C,False,captured,781.3,,,False,0
pay_42_00237,order_42_00237,cust_14582,New,663.16,UPI,Bank B,False,captured,714.6,,,False,0
pay_42_00238,order_42_00238,cust_54264,New,365.02,Cards,Bank D,False,captured,2197.6,,,False,0
pay_42_00239,order_42_00239,cust_94633,New,762.4,UPI,Bank A,False,captured,589.0,,,False,0
pay_42_00240,order_42_00240,cust_92643,Returning,2800.18,NetBanking,Bank C,False,captured,2872.8,,,False,0
pay_42_00241,order_42_00241,cust_81091,New,514.24,Wallets,Bank C,False,captured,732.5,,,False,0
pay_42_00242,order_42_00242,cust_21549,Returning,778.35,NetBanking,Bank C,False,captured,2017.5,,,False,0
pay_42_00243,order_42_00243,cust_31209,VIP,1894.06,UPI,Bank C,False,captured,906.7,,,False,0
pay_42_00244,order_42_00244,cust_53617,Returning,1897.76,UPI,Bank C,False,captured,1078.3,,,False,0
pay_42_00245,order_42_00245,cust_74148,Returning,85.89,NetBanking,Bank B,False,captured,3312.1,,,False,0
pay_42_00246,order_42_00246,cust_15499,New,442.88,UPI,Bank A,False,captured,912.9,,,False,0
pay_42_00247,order_42_00247,cust_11299,Returning,1003.53,Wallets,Bank A,False,captured,686.3,,,False,0
pay_42_00248,order_42_00248,cust_17489,Returning,2697.5,Wallets,Bank D,False,captured,1020.9,,,False,0
pay_42_00249,order_42_00249,cust_83805,New,496.76,NetBanking,Bank B,False,captured,3964.0,,,False,0
pay_42_00250,order_42_00250,cust_97173,New,124.39,UPI,Bank C,False,captured,520.9,,,False,0
pay_42_00251,order_42_00251,cust_54387,VIP,3321.49,UPI,Bank B,False,captured,929.6,,,False,0
pay_42_00252,order_42_00252,cust_91268,Returning,430.37,NetBanking,Bank A,False,captured,3025.3,,,False,0
pay_42_00253,order_42_00253,cust_80726,Returning,247.23,UPI,Bank A,False,captured,684.1,,,False,0
pay_42_00254,order_42_00254,cust_32884,Returning,435.13,UPI,Bank C,False,captured,1116.9,,,False,0
pay_42_00255,order_42_00255,cust_67786,Returning,675.51,UPI,Bank B,False,captured,1009.5,,,False,0
